,san:sm
2018-11-23,4.0875
2018-11-22,4.0855
2018-11-21,4.153
2018-11-20,4.08
2018-11-19,4.203
2018-11-16,4.22
2018-11-15,4.2315
2018-11-14,4.279
2018-11-13,4.29
2018-11-12,4.1965
2018-11-09,4.239
2018-11-08,4.3065
2018-11-07,4.31
2018-11-06,4.2085
2018-11-05,4.257
2018-11-02,4.284
2018-11-01,4.233
2018-10-31,4.195
2018-10-30,4.1085
2018-10-29,4.1235
2018-10-26,4.021
2018-10-25,4.07
2018-10-24,3.981
2018-10-23,4.038
2018-10-22,4.1005
2018-10-19,4.125
2018-10-18,4.1385
2018-10-17,4.2256
2018-10-16,4.2653
2018-10-15,4.1959
2018-10-12,4.222
2018-10-11,4.26
2018-10-10,4.363
2018-10-09,4.3755
2018-10-08,4.3325
2018-10-05,4.3155
2018-10-04,4.351
2018-10-03,4.337
2018-10-02,4.2595
2018-10-01,4.2915
2018-09-28,4.3355
2018-09-27,4.481
2018-09-26,4.485
2018-09-25,4.476
2018-09-24,4.4785
2018-09-21,4.572
2018-09-20,4.553
2018-09-19,4.4755
2018-09-18,4.3865
2018-09-17,4.331
2018-09-14,4.283
2018-09-13,4.2675
2018-09-12,4.237
2018-09-11,4.2415
2018-09-10,4.254
2018-09-07,4.178
2018-09-06,4.2285
2018-09-05,4.2735
2018-09-04,4.2865
2018-08-31,4.2815
2018-08-30,4.282
2018-08-29,4.3645
2018-08-28,4.362
2018-08-27,4.385
2018-08-24,4.35
2018-08-23,4.357
2018-08-22,4.3525
2018-08-21,4.4
2018-08-20,4.3495
2018-08-17,4.3395
2018-08-16,4.3695
2018-08-15,4.3355
2018-08-14,4.4185
2018-08-13,4.43
2018-08-10,4.5405
2018-08-09,4.668
2018-08-08,4.6945
2018-08-07,4.7285
2018-08-06,4.68
2018-08-03,4.6905
2018-08-02,4.68
2018-08-01,4.753
2018-07-31,4.8195
2018-07-30,4.7655
2018-07-27,4.818
2018-07-26,4.764
2018-07-25,4.717
2018-07-24,4.7445
2018-07-23,4.665
2018-07-20,4.646
2018-07-19,4.652
2018-07-18,4.647
2018-07-17,4.6095
2018-07-16,4.631
2018-07-13,4.6195
2018-07-12,4.6605
2018-07-11,4.6415
2018-07-10,4.75
2018-07-09,4.8
2018-07-06,4.757
2018-07-05,4.721
2018-07-04,4.644
2018-07-03,4.6125
2018-07-02,4.5625
2018-06-29,4.592
2018-06-28,4.574
2018-06-27,4.582
2018-06-26,4.6095
2018-06-25,4.5925
2018-06-22,4.734
2018-06-21,4.6785
2018-06-20,4.726
2018-06-19,4.66
2018-06-18,4.6515
2018-06-15,4.6815
2018-06-14,4.7865
2018-06-13,4.7705
2018-06-12,4.817
2018-06-11,4.829
2018-06-08,4.6965
2018-06-07,4.767
2018-06-06,4.778
2018-06-05,4.694
2018-06-04,4.7745
2018-06-01,4.7525
2018-05-31,4.6
2018-05-30,4.674
2018-05-29,4.6225
2018-05-28,4.888
2018-05-25,4.99
2018-05-24,5.126
2018-05-23,5.16
2018-05-22,5.258
2018-05-21,5.169
2018-05-18,5.206
2018-05-17,5.352
2018-05-16,5.329
2018-05-15,5.467
2018-05-14,5.506
2018-05-11,5.523
2018-05-10,5.477
2018-05-09,5.442
2018-05-08,5.366
2018-05-07,5.38
2018-05-04,5.376
2018-05-03,5.336
2018-05-02,5.398
2018-04-30,5.373
2018-04-27,5.316
2018-04-26,5.356
2018-04-25,5.376
2018-04-24,5.393
2018-04-23,5.574
2018-04-20,5.508
2018-04-19,5.505
2018-04-18,5.467
2018-04-17,5.405
2018-04-16,5.386
2018-04-13,5.369
2018-04-12,5.343
2018-04-11,5.323
2018-04-10,5.349
2018-04-09,5.36
2018-04-06,5.337
2018-04-05,5.397
2018-04-04,5.203
2018-04-03,5.23
2018-03-29,5.295
2018-03-28,5.246
2018-03-27,5.262
2018-03-26,5.223
2018-03-23,5.18
2018-03-22,5.21
2018-03-21,5.321
2018-03-20,5.365
2018-03-19,5.359
2018-03-16,5.44
2018-03-15,5.335
2018-03-14,5.351
2018-03-13,5.453
2018-03-12,5.483
2018-03-09,5.459
2018-03-08,5.47
2018-03-07,5.459
2018-03-06,5.454
2018-03-05,5.505
2018-03-02,5.484
2018-03-01,5.606
2018-02-28,5.667
2018-02-27,5.73
2018-02-26,5.691
2018-02-23,5.653
2018-02-22,5.664
2018-02-21,5.657
2018-02-20,5.679
2018-02-19,5.587
2018-02-16,5.615
2018-02-15,5.518
2018-02-14,5.494
2018-02-13,5.476
2018-02-12,5.581
2018-02-09,5.483
2018-02-08,5.58
2018-02-07,5.731
2018-02-06,5.61
2018-02-05,5.779
2018-02-02,5.854
2018-02-01,5.941
2018-01-31,5.983
2018-01-30,5.931
2018-01-29,6.047
2018-01-26,6.057
2018-01-25,6.076
2018-01-24,5.982
2018-01-23,5.97
2018-01-22,5.93
2018-01-19,5.888
2018-01-18,5.876
2018-01-17,5.894
2018-01-16,5.871
2018-01-15,5.883
2018-01-12,5.892
2018-01-11,5.826
2018-01-10,5.692
2018-01-09,5.702
2018-01-08,5.692
2018-01-05,5.675
2018-01-04,5.638
2018-01-03,5.455
2018-01-02,5.454
2017-12-29,5.479
2017-12-28,5.511
2017-12-27,5.56
2017-12-22,5.594
2017-12-21,5.717
2017-12-20,5.631
2017-12-19,5.673
2017-12-18,5.671
2017-12-15,5.624
2017-12-14,5.616
2017-12-13,5.655
2017-12-12,5.682
2017-12-11,5.636
2017-12-08,5.63
2017-12-07,5.531
2017-12-06,5.501
2017-12-05,5.558
2017-12-04,5.577
2017-12-01,5.503
2017-11-30,5.643
2017-11-29,5.704
2017-11-28,5.601
2017-11-27,5.573
2017-11-24,5.557
2017-11-23,5.512
2017-11-22,5.497
2017-11-21,5.467
2017-11-20,5.498
2017-11-17,5.481
2017-11-16,5.533
2017-11-15,5.527
2017-11-14,5.459
2017-11-13,5.535
2017-11-10,5.563
2017-11-09,5.558
2017-11-08,5.6
2017-11-07,5.62
2017-11-06,5.641
2017-11-03,5.711
2017-11-02,5.82
2017-11-01,5.831
2017-10-31,5.823
2017-10-30,5.826
2017-10-27,5.698
2017-10-26,5.813
2017-10-25,5.632
2017-10-24,5.625
2017-10-23,5.54
2017-10-20,5.6
2017-10-19,5.571
2017-10-18,5.639
2017-10-17,5.5967
2017-10-16,5.532
2017-10-13,5.531
2017-10-12,5.5967
2017-10-11,5.6126
2017-10-10,5.5768
2017-10-09,5.7448
2017-10-06,5.7398
2017-10-05,5.7318
2017-10-04,5.5688
2017-10-03,5.7905
2017-10-02,5.7776
2017-09-29,5.872
2017-09-28,5.8551
2017-09-27,5.8253
2017-09-26,5.6324
2017-09-25,5.6404
2017-09-22,5.705
2017-09-21,5.6593
2017-09-20,5.5927
2017-09-19,5.6424
2017-09-18,5.5927
2017-09-15,5.5539
2017-09-14,5.6245
2017-09-13,5.5609
2017-09-12,5.539
2017-09-11,5.4903
2017-09-08,5.3123
2017-09-07,5.2487
2017-09-06,5.2716
2017-09-05,5.3173
2017-09-04,5.4078
2017-09-01,5.4446
2017-08-31,5.4267
2017-08-30,5.375
2017-08-29,5.3382
2017-08-28,5.4137
2017-08-25,5.4376
2017-08-24,5.4376
2017-08-23,5.4008
2017-08-22,5.4485
2017-08-21,5.4058
2017-08-18,5.4575
2017-08-17,5.4684
2017-08-16,5.6086
2017-08-15,5.5758
2017-08-14,5.5599
2017-08-11,5.4386
2017-08-10,5.5668
2017-08-09,5.698
2017-08-08,5.8183
2017-08-07,5.832
2017-08-04,5.815
2017-08-03,5.758
2017-08-02,5.715
2017-08-01,5.824
2017-07-31,5.774
2017-07-28,5.8
2017-07-27,5.808
2017-07-26,5.806
2017-07-25,5.809
2017-07-24,5.704
2017-07-21,5.637
2017-07-20,5.72
2017-07-19,5.655
2017-07-18,5.684
2017-07-17,5.735
2017-07-14,5.795
2017-07-13,5.85
2017-07-12,5.786
2017-07-11,5.763
2017-07-10,5.809
2017-07-07,5.809
2017-07-06,5.876
2017-07-05,5.8236
2017-07-04,5.8571
2017-07-03,5.9033
2017-06-30,5.6968
2017-06-29,5.8118
2017-06-28,5.9004
2017-06-27,5.7882
2017-06-26,5.7489
2017-06-23,5.6997
2017-06-22,5.7597
2017-06-21,5.7538
2017-06-20,5.7607
2017-06-19,5.8286
2017-06-16,5.7577
2017-06-15,5.7902
2017-06-14,5.8325
2017-06-13,5.9594
2017-06-12,5.9653
2017-06-09,6.0194
2017-06-08,5.9505
2017-06-07,5.6545
2017-06-06,5.7046
2017-06-05,5.7145
2017-06-02,5.7243
2017-06-01,5.6948
2017-05-31,5.6859
2017-05-30,5.7056
2017-05-29,5.7676
2017-05-26,5.7705
2017-05-25,5.7882
2017-05-24,5.7784
2017-05-23,5.743
2017-05-22,5.6141
2017-05-19,5.7371
2017-05-18,5.6436
2017-05-17,5.86
2017-05-16,6.0341
2017-05-15,6.043
2017-05-12,5.9289
2017-05-11,5.9603
2017-05-10,6.0321
2017-05-09,6.0567
2017-05-08,6.162
2017-05-05,6.1935
2017-05-04,6.0666
2017-05-03,5.9731
2017-05-02,5.9564
2017-04-28,5.8885
2017-04-27,5.8443
2017-04-26,5.9505
2017-04-25,5.9407
2017-04-24,5.9013
2017-04-21,5.5768
2017-04-20,5.5669
2017-04-19,5.5453
2017-04-18,5.385
2017-04-13,5.3968
2017-04-12,5.4715
2017-04-11,5.5423
2017-04-10,5.5846
2017-04-07,5.68
2017-04-06,5.6653
2017-04-05,5.6063
2017-04-04,5.5699
2017-04-03,5.5522
2017-03-31,5.6505
2017-03-30,5.6505
2017-03-29,5.6279
2017-03-28,5.6653
2017-03-27,5.5718
2017-03-24,5.621
2017-03-23,5.6299
2017-03-22,5.5876
2017-03-21,5.564
2017-03-20,5.5433
2017-03-17,5.5571
2017-03-16,5.5423
2017-03-15,5.3437
2017-03-14,5.2719
2017-03-13,5.3712
2017-03-10,5.3997
2017-03-09,5.383
2017-03-08,5.2542
2017-03-07,5.2001
2017-03-06,5.1971
2017-03-03,5.2276
2017-03-02,5.143
2017-03-01,5.2315
2017-02-28,5.0692
2017-02-27,4.9738
2017-02-24,4.966
2017-02-23,5.0319
2017-02-22,5.0191
2017-02-21,5.1145
2017-02-20,5.0781
2017-02-17,5.0555
2017-02-16,5.1214
2017-02-15,5.1735
2017-02-14,5.086
2017-02-13,5.0466
2017-02-10,4.9581
2017-02-09,5.0427
2017-02-08,4.964
2017-02-07,5.0338
2017-02-06,5.1361
2017-02-03,5.2473
2017-02-02,5.202
2017-02-01,5.1204
2017-01-31,5.0643
2017-01-30,5.1174
2017-01-27,5.2689
2017-01-26,5.2738
2017-01-25,5.2827
2017-01-24,5.0781
2017-01-23,4.967
2017-01-20,5.0486
2017-01-19,5.0033
2017-01-18,4.9758
2017-01-17,4.9591
2017-01-16,4.9817
2017-01-13,5.0643
2017-01-12,4.9778
2017-01-11,4.9876
2017-01-10,5.0309
2017-01-09,5.0358
2017-01-06,5.0929
2017-01-05,5.0643
2017-01-04,5.0496
2017-01-03,5.027
2017-01-02,4.9079
2016-12-31,4.1688
2016-12-30,4.8775
2016-12-29,4.8214
2016-12-28,4.847
2016-12-27,4.8716
2016-12-23,4.8912
2016-12-22,4.8706
2016-12-21,4.8912
2016-12-20,4.9129
2016-12-19,4.8352
2016-12-16,4.9502
2016-12-15,4.9158
2016-12-14,4.8076
2016-12-13,4.8706
2016-12-12,4.8116
2016-12-09,4.7939
2016-12-08,4.8489
2016-12-07,4.606
2016-12-06,4.4949
2016-12-05,4.2785
2016-12-02,4.2195
2016-12-01,4.2706
2016-11-30,4.2421
2016-11-29,4.1919
2016-11-28,4.1408
2016-11-25,4.2077
2016-11-24,4.2342
2016-11-23,4.2617
2016-11-22,4.2588
2016-11-21,4.1998
2016-11-18,4.1958
2016-11-17,4.2745
2016-11-16,4.2509
2016-11-15,4.2972
2016-11-14,4.2499
2016-11-11,4.1801
2016-11-10,4.3562
2016-11-09,4.3493
2016-11-08,4.3404
2016-11-07,4.3011
2016-11-04,4.2263
2016-11-03,4.2834
2016-11-02,4.2391
2016-11-01,4.3178
2016-10-31,4.4034
2016-10-28,4.4437
2016-10-27,4.4634
2016-10-26,4.3847
2016-10-25,4.368
2016-10-24,4.4181
2016-10-21,4.2588
2016-10-20,4.2136
2016-10-19,4.1132
2016-10-18,4.091
2016-10-17,3.9919
2016-10-14,4.0038
2016-10-13,3.8684
2016-10-12,3.999
2016-10-11,3.983
2016-10-10,3.982
2016-10-07,3.969
2016-10-06,4.051
2016-10-05,4.013
2016-10-04,3.952
2016-10-03,3.945
2016-09-30,3.948
2016-09-29,3.935
2016-09-28,3.91
2016-09-27,3.86
2016-09-26,3.877
2016-09-23,3.958
2016-09-22,4.091
2016-09-21,4.0
2016-09-20,3.877
2016-09-19,3.916
2016-09-16,3.879
2016-09-15,3.956
2016-09-14,3.927
2016-09-13,3.979
2016-09-12,4.091
2016-09-09,4.201
2016-09-08,4.222
2016-09-07,4.129
2016-09-06,4.069
2016-09-05,4.123
2016-09-02,4.101
2016-09-01,4.038
2016-08-31,4.02
2016-08-30,3.928
2016-08-29,3.87
2016-08-26,3.885
2016-08-25,3.85
2016-08-24,3.86
2016-08-23,3.768
2016-08-22,3.664
2016-08-19,3.64
2016-08-18,3.718
2016-08-17,3.713
2016-08-16,3.81
2016-08-15,3.844
2016-08-12,3.842
2016-08-11,3.851
2016-08-10,3.823
2016-08-09,3.81
2016-08-08,3.769
2016-08-05,3.704
2016-08-04,3.592
2016-08-03,3.495
2016-08-02,3.509
2016-08-01,3.706
2016-07-29,3.794
2016-07-28,3.71
2016-07-27,3.863
2016-07-26,3.754
2016-07-25,3.789
2016-07-22,3.878
2016-07-21,3.861
2016-07-20,3.811
2016-07-19,3.763
2016-07-18,3.806
2016-07-15,3.812
2016-07-14,3.824
2016-07-13,3.724
2016-07-12,3.801
2016-07-11,3.569
2016-07-08,3.523
2016-07-07,3.35
2016-07-06,3.32
2016-07-05,3.383
2016-07-04,3.487
2016-07-01,3.503
2016-06-30,3.429
2016-06-29,3.476
2016-06-28,3.358
2016-06-27,3.3
2016-06-24,3.384
2016-06-23,4.224
2016-06-22,4.05
2016-06-21,4.025
2016-06-20,3.956
2016-06-17,3.806
2016-06-16,3.66
2016-06-15,3.686
2016-06-14,3.625
2016-06-13,3.726
2016-06-10,3.861
2016-06-09,4.066
2016-06-08,4.085
2016-06-07,4.142
2016-06-06,4.083
2016-06-03,4.053
2016-06-02,4.204
2016-06-01,4.172
2016-05-31,4.291
2016-05-30,4.414
2016-05-27,4.4
2016-05-26,4.358
2016-05-25,4.44
2016-05-24,4.186
2016-05-23,4.072
2016-05-20,4.145
2016-05-19,4.087
2016-05-18,4.13
2016-05-17,4.067
2016-05-16,4.057
2016-05-13,4.061
2016-05-12,4.028
2016-05-11,4.039
2016-05-10,4.075
2016-05-09,3.961
2016-05-06,4.066
2016-05-05,4.04
2016-05-04,4.058
2016-05-03,4.16
2016-05-02,4.372
2016-04-29,4.421
2016-04-28,4.627
2016-04-27,4.597
2016-04-26,4.526
2016-04-25,4.38
2016-04-22,4.47
2016-04-21,4.44
2016-04-20,4.319
2016-04-19,4.169
2016-04-18,4.126
2016-04-15,4.057
2016-04-14,4.089
2016-04-13,4.058
2016-04-12,3.772
2016-04-11,3.731
2016-04-08,3.663
2016-04-07,3.576
2016-04-06,3.639
2016-04-05,3.65
2016-04-04,3.781
2016-04-01,3.795
2016-03-31,3.874
2016-03-30,3.976
2016-03-29,3.967
2016-03-24,3.99
2016-03-23,4.081
2016-03-22,4.17
2016-03-21,4.235
2016-03-18,4.282
2016-03-17,4.244
2016-03-16,4.212
2016-03-15,4.314
2016-03-14,4.514
2016-03-11,4.452
2016-03-10,4.155
2016-03-09,4.111
2016-03-08,4.143
2016-03-07,4.103
2016-03-04,4.122
2016-03-03,4.047
2016-03-02,4.047
2016-03-01,3.831
2016-02-29,3.753
2016-02-26,3.686
2016-02-25,3.525
2016-02-24,3.439
2016-02-23,3.611
2016-02-22,3.674
2016-02-19,3.499
2016-02-18,3.614
2016-02-17,3.757
2016-02-16,3.603
2016-02-15,3.609
2016-02-12,3.482
2016-02-11,3.31
2016-02-10,3.554
2016-02-09,3.38
2016-02-08,3.516
2016-02-05,3.749
2016-02-04,3.659
2016-02-03,3.463
2016-02-02,3.61
2016-02-01,3.806
2016-01-29,3.935
2016-01-28,3.839
2016-01-27,3.982
2016-01-26,3.99
2016-01-25,3.855
2016-01-22,4.019
2016-01-21,3.848
2016-01-20,3.734
2016-01-19,3.923
2016-01-18,3.948
2016-01-15,3.998
2016-01-14,4.109
2016-01-13,4.147
2016-01-12,4.131
2016-01-11,4.079
2016-01-08,4.039
2016-01-07,4.151
2016-01-06,4.238
2016-01-05,4.379
2016-01-04,4.417
2016-01-01,0.165
2015-12-31,4.558
2015-12-30,4.611
2015-12-29,4.622
2015-12-28,4.581
2015-12-25,0.165
2015-12-24,4.691
2015-12-23,4.647
2015-12-22,4.518
2015-12-21,4.476
2015-12-18,4.704
2015-12-17,4.787
2015-12-16,4.668
2015-12-15,4.633
2015-12-14,4.445
2015-12-11,4.607
2015-12-10,4.703
2015-12-09,4.734
2015-12-08,4.733
2015-12-07,4.87
2015-12-04,4.959
2015-12-03,4.942
2015-12-02,5.097
2015-12-01,5.171
2015-11-30,5.168
2015-11-27,5.117
2015-11-26,5.173
2015-11-25,5.088
2015-11-24,5.192
2015-11-23,5.175
2015-11-20,5.163
2015-11-19,5.206
2015-11-18,5.105
2015-11-17,5.112
2015-11-16,4.952
2015-11-13,4.998
2015-11-12,5.028
2015-11-11,5.22
2015-11-10,5.175
2015-11-09,5.193
2015-11-06,5.305
2015-11-05,5.207
2015-11-04,5.275
2015-11-03,5.196
2015-11-02,5.146
2015-10-30,5.1
2015-10-29,5.085
2015-10-28,5.204
2015-10-27,5.139
2015-10-26,5.225
2015-10-23,5.271
2015-10-22,5.216
2015-10-21,5.053
2015-10-20,5.029
2015-10-19,5.1005
2015-10-16,5.1401
2015-10-15,4.9876
2015-10-14,4.9965
2015-10-13,5.0906
2015-10-12,5.2322
2015-10-09,5.3184
2015-10-08,5.1649
2015-10-07,5.1965
2015-10-06,5.0728
2015-10-05,4.9331
2015-10-02,4.7212
2015-10-01,4.6875
2015-09-30,4.6984
2015-09-29,4.6172
2015-09-28,4.5845
2015-09-25,4.6716
2015-09-24,4.5667
2015-09-23,4.7241
2015-09-22,4.8252
2015-09-21,5.0044
2015-09-18,5.0024
2015-09-17,5.1837
2015-09-16,5.1025
2015-09-15,5.0024
2015-09-14,4.9589
2015-09-11,4.9816
2015-09-10,5.0648
2015-09-09,5.2381
2015-09-08,5.1242
2015-09-07,5.1143
2015-09-04,5.1282
2015-09-03,5.2788
2015-09-02,5.2411
2015-09-01,5.256
2015-08-31,5.4075
2015-08-28,5.5105
2015-08-27,5.46
2015-08-26,5.258
2015-08-25,5.3788
2015-08-24,5.1569
2015-08-21,5.5432
2015-08-20,5.7244
2015-08-19,5.8106
2015-08-18,5.868
2015-08-17,5.8878
2015-08-14,5.8789
2015-08-13,5.9423
2015-08-12,5.9601
2015-08-11,6.1325
2015-08-10,6.2454
2015-08-07,6.1443
2015-08-06,6.1958
2015-08-05,6.2147
2015-08-04,6.1285
2015-08-03,6.2127
2015-07-31,6.2236
2015-07-30,6.2166
2015-07-29,6.4355
2015-07-28,6.4068
2015-07-27,6.3444
2015-07-24,6.488
2015-07-23,6.6078
2015-07-22,6.6514
2015-07-21,6.6207
2015-07-20,6.695
2015-07-17,6.6485
2015-07-16,6.699
2015-07-15,6.5663
2015-07-14,6.5148
2015-07-13,6.5524
2015-07-10,6.4157
2015-07-09,6.184
2015-07-08,5.973
2015-07-07,5.9403
2015-07-06,6.078
2015-07-03,6.2543
2015-07-02,6.3028
2015-07-01,6.3444
2015-06-30,6.2038
2015-06-29,6.2642
2015-06-26,6.7138
2015-06-25,6.6693
2015-06-24,6.6623
2015-06-23,6.7356
2015-06-22,6.7208
2015-06-19,6.3444
2015-06-18,6.2919
2015-06-17,6.2394
2015-06-16,6.2741
2015-06-15,6.279
2015-06-12,6.4187
2015-06-11,6.5128
2015-06-10,6.5048
2015-06-09,6.381
2015-06-08,6.3781
2015-06-05,6.4722
2015-06-04,6.5088
2015-06-03,6.5395
2015-06-02,6.4831
2015-06-01,6.3929
2015-05-29,6.4217
2015-05-28,6.5276
2015-05-27,6.6029
2015-05-26,6.487
2015-05-25,6.5514
2015-05-22,6.694
2015-05-21,6.7178
2015-05-20,6.699
2015-05-19,6.6564
2015-05-18,6.5504
2015-05-15,6.5791
2015-05-14,6.6653
2015-05-13,6.6029
2015-05-12,6.6267
2015-05-11,6.7257
2015-05-08,6.7346
2015-05-07,6.5405
2015-05-06,6.5266
2015-05-05,6.4573
2015-05-04,6.6841
2015-05-01,0.165
2015-04-30,6.691
2015-04-29,6.6693
2015-04-28,6.7841
2015-04-27,6.7049
2015-04-24,6.597
2015-04-23,6.5148
2015-04-22,6.494
2015-04-21,6.494
2015-04-20,6.5197
2015-04-17,6.494
2015-04-16,6.7
2015-04-15,6.8277
2015-04-14,6.7851
2015-04-13,6.9325
2015-04-10,6.8433
2015-04-09,6.8618
2015-04-08,6.8385
2015-04-07,6.9044
2015-04-06,0.165
2015-04-03,0.165
2015-04-02,6.8569
2015-04-01,6.8046
2015-03-31,6.8017
2015-03-30,6.7687
2015-03-27,6.6708
2015-03-26,6.7028
2015-03-25,6.6514
2015-03-24,6.7251
2015-03-23,6.6243
2015-03-20,6.5913
2015-03-19,6.2879
2015-03-18,6.2569
2015-03-17,6.2618
2015-03-16,6.287
2015-03-13,6.2288
2015-03-12,6.2424
2015-03-11,6.2114
2015-03-10,6.1193
2015-03-09,6.2821
2015-03-06,6.2811
2015-03-05,6.3345
2015-03-04,6.2976
2015-03-03,6.2327
2015-03-02,6.3412
2015-02-27,6.3325
2015-02-26,6.3005
2015-02-25,6.224
2015-02-24,6.2618
2015-02-23,6.2521
2015-02-20,6.2114
2015-02-19,6.2559
2015-02-18,6.2143
2015-02-17,6.1135
2015-02-16,6.0883
2015-02-13,6.097
2015-02-12,5.9487
2015-02-11,5.7965
2015-02-10,5.8808
2015-02-09,5.8246
2015-02-06,5.9525
2015-02-05,5.9225
2015-02-04,5.9904
2015-02-03,6.0175
2015-02-02,5.7529
2015-01-30,5.7771
2015-01-29,5.8401
2015-01-28,5.7771
2015-01-27,5.9564
2015-01-26,6.0572
2015-01-23,6.0214
2015-01-22,5.9351
2015-01-21,5.8624
2015-01-20,5.907
2015-01-19,5.8702
2015-01-16,5.8256
2015-01-15,5.844
2015-01-14,5.7664
2015-01-13,5.8288
2015-01-12,5.734
2015-01-09,5.5824
2015-01-08,6.4979
2015-01-07,6.2885
2015-01-06,6.2487
2015-01-05,6.3596
2015-01-02,6.6638
2015-01-01,0.165
2014-12-31,6.996
2014-12-30,7.021
2014-12-29,7.143
2014-12-26,7.169
2014-12-25,7.169
2014-12-24,7.169
2014-12-23,7.179
2014-12-22,7.09
2014-12-19,7.093
2014-12-18,7.08
2014-12-17,6.833
2014-12-16,6.82
2014-12-15,6.636
2014-12-12,6.778
2014-12-11,7.011
2014-12-10,6.98
2014-12-09,7.032
2014-12-08,7.292
2014-12-05,7.38
2014-12-04,7.14
2014-12-03,7.375
2014-12-02,7.271
2014-12-01,7.176
2014-11-28,7.249
2014-11-27,7.183
2014-11-26,7.141
2014-11-25,7.161
2014-11-24,7.09
2014-11-21,6.919
2014-11-20,6.675
2014-11-19,6.81
2014-11-18,6.818
2014-11-17,6.765
2014-11-14,6.669
2014-11-13,6.636
2014-11-12,6.633
2014-11-11,6.791
2014-11-10,6.731
2014-11-07,6.648
2014-11-06,6.78
2014-11-05,6.834
2014-11-04,6.75
2014-11-03,6.99
2014-10-31,7.028
2014-10-30,6.839
2014-10-29,6.86
2014-10-28,6.965
2014-10-27,6.866
2014-10-24,7.041
2014-10-23,7.03
2014-10-22,6.992
2014-10-21,6.949
2014-10-20,6.814
2014-10-17,6.966
2014-10-16,6.733
2014-10-15,6.861
2014-10-14,7.149
2014-10-13,7.15
2014-10-10,7.116
2014-10-09,7.166
2014-10-08,7.22
2014-10-07,7.271
2014-10-06,7.452
2014-10-03,7.392
2014-10-02,7.259
2014-10-01,7.555
2014-09-30,7.611
2014-09-29,7.521
2014-09-26,7.72
2014-09-25,7.663
2014-09-24,7.686
2014-09-23,7.625
2014-09-22,7.716
2014-09-19,7.75
2014-09-18,7.77
2014-09-17,7.686
2014-09-16,7.624
2014-09-15,7.654
2014-09-12,7.685
2014-09-11,7.651
2014-09-10,7.7
2014-09-09,7.75
2014-09-08,7.87
2014-09-05,7.898
2014-09-04,7.885
2014-09-03,7.683
2014-09-02,7.581
2014-09-01,7.6
2014-08-29,7.59
2014-08-28,7.584
2014-08-27,7.701
2014-08-26,7.687
2014-08-25,7.578
2014-08-22,7.394
2014-08-21,7.441
2014-08-20,7.33
2014-08-19,7.331
2014-08-18,7.314
2014-08-15,7.2
2014-08-14,7.281
2014-08-13,7.299
2014-08-12,7.224
2014-08-11,7.223
2014-08-08,7.202
2014-08-07,7.135
2014-08-06,7.263
2014-08-05,7.311
2014-08-04,7.403
2014-08-01,7.411
2014-07-31,7.547
2014-07-30,7.7
2014-07-29,7.63
2014-07-28,7.594
2014-07-25,7.622
2014-07-24,7.598
2014-07-23,7.45
2014-07-22,7.43
2014-07-21,7.28
2014-07-18,7.34
2014-07-17,7.31
2014-07-16,7.44
2014-07-15,7.295
2014-07-14,7.528
2014-07-11,7.44
2014-07-10,7.43
2014-07-09,7.609
2014-07-08,7.5
2014-07-07,7.632
2014-07-04,7.73
2014-07-03,7.85
2014-07-02,7.73
2014-07-01,7.75
2014-06-30,7.63
2014-06-27,7.648
2014-06-26,7.693
2014-06-25,7.714
2014-06-24,7.845
2014-06-23,7.815
2014-06-20,7.842
2014-06-19,7.858
2014-06-18,7.735
2014-06-17,7.738
2014-06-16,7.738
2014-06-13,7.859
2014-06-12,7.826
2014-06-11,7.84
2014-06-10,7.869
2014-06-09,7.885
2014-06-06,7.82
2014-06-05,7.604
2014-06-04,7.532
2014-06-03,7.517
2014-06-02,7.525
2014-05-30,7.524
2014-05-29,7.475
2014-05-28,7.528
2014-05-27,7.484
2014-05-26,7.451
2014-05-23,7.369
2014-05-22,7.322
2014-05-21,7.402
2014-05-20,7.342
2014-05-19,7.25
2014-05-16,7.305
2014-05-15,7.139
2014-05-14,7.368
2014-05-13,7.326
2014-05-12,7.263
2014-05-09,7.235
2014-05-08,7.326
2014-05-07,7.157
2014-05-06,7.109
2014-05-05,7.16
2014-05-02,7.152
2014-05-01,7.167
2014-04-30,7.167
2014-04-29,7.154
2014-04-28,7.046
2014-04-25,6.977
2014-04-24,7.1
2014-04-23,7.048
2014-04-22,7.12
2014-04-21,7.064
2014-04-18,7.064
2014-04-17,7.064
2014-04-16,7.05
2014-04-15,6.931
2014-04-14,7.005
2014-04-11,7.065
2014-04-10,7.058
2014-04-09,7.153
2014-04-08,7.174
2014-04-07,7.175
2014-04-04,7.229
2014-04-03,7.148
2014-04-02,7.014
2014-04-01,7.04
2014-03-31,6.921
2014-03-28,6.83
2014-03-27,6.7
2014-03-26,6.655
2014-03-25,6.52
2014-03-24,6.44
2014-03-21,6.515
2014-03-20,6.516
2014-03-19,6.496
2014-03-18,6.512
2014-03-17,6.43
2014-03-14,6.359
2014-03-13,6.442
2014-03-12,6.486
2014-03-11,6.545
2014-03-10,6.604
2014-03-07,6.556
2014-03-06,6.677
2014-03-05,6.625
2014-03-04,6.541
2014-03-03,6.371
2014-02-28,6.566
2014-02-27,6.577
2014-02-26,6.585
2014-02-25,6.62
2014-02-24,6.57
2014-02-21,6.481
2014-02-20,6.5
2014-02-19,6.496
