,Close
2018-12-07 21:59:00,20.2575
2018-12-07 21:58:00,20.2494
2018-12-07 21:57:00,20.2518
2018-12-07 21:56:00,20.2574
2018-12-07 21:55:00,20.2552
2018-12-07 21:54:00,20.2521
2018-12-07 21:53:00,20.2575
2018-12-07 21:52:00,20.2581
2018-12-07 21:51:00,20.2588
2018-12-07 21:50:00,20.258
2018-12-07 21:49:00,20.254
2018-12-07 21:48:00,20.2596
2018-12-07 21:47:00,20.263
2018-12-07 21:46:00,20.2646
2018-12-07 21:45:00,20.263
2018-12-07 21:44:00,20.2633
2018-12-07 21:43:00,20.2633
2018-12-07 21:42:00,20.2601
2018-12-07 21:41:00,20.2618
2018-12-07 21:40:00,20.2613
2018-12-07 21:39:00,20.2618
2018-12-07 21:38:00,20.2621
2018-12-07 21:37:00,20.2621
2018-12-07 21:36:00,20.2625
2018-12-07 21:35:00,20.2636
2018-12-07 21:34:00,20.2627
2018-12-07 21:33:00,20.2625
2018-12-07 21:32:00,20.2601
2018-12-07 21:31:00,20.2602
2018-12-07 21:30:00,20.2698
2018-12-07 21:29:00,20.2674
2018-12-07 21:28:00,20.276
2018-12-07 21:27:00,20.2758
2018-12-07 21:26:00,20.2824
2018-12-07 21:25:00,20.2839
2018-12-07 21:24:00,20.282
2018-12-07 21:23:00,20.29
2018-12-07 21:22:00,20.2934
2018-12-07 21:21:00,20.2961
2018-12-07 21:20:00,20.2993
2018-12-07 21:19:00,20.2999
2018-12-07 21:18:00,20.2994
2018-12-07 21:17:00,20.301
2018-12-07 21:16:00,20.3012
2018-12-07 21:15:00,20.301
2018-12-07 21:14:00,20.3008
2018-12-07 21:13:00,20.2993
2018-12-07 21:12:00,20.3011
2018-12-07 21:11:00,20.2991
2018-12-07 21:10:00,20.2991
2018-12-07 21:09:00,20.2991
2018-12-07 21:08:00,20.2993
2018-12-07 21:07:00,20.3002
2018-12-07 21:06:00,20.2998
2018-12-07 21:05:00,20.3001
2018-12-07 21:04:00,20.2996
2018-12-07 21:03:00,20.3002
2018-12-07 21:02:00,20.3066
2018-12-07 21:01:00,20.3069
2018-12-07 21:00:00,20.3067
2018-12-07 20:59:00,20.3014
2018-12-07 20:58:00,20.3026
2018-12-07 20:57:00,20.3032
2018-12-07 20:56:00,20.3032
2018-12-07 20:55:00,20.2996
2018-12-07 20:54:00,20.2995
2018-12-07 20:53:00,20.2987
2018-12-07 20:52:00,20.2998
2018-12-07 20:51:00,20.2997
2018-12-07 20:50:00,20.2955
2018-12-07 20:49:00,20.2884
2018-12-07 20:48:00,20.2833
2018-12-07 20:47:00,20.283
2018-12-07 20:46:00,20.2795
2018-12-07 20:45:00,20.2813
2018-12-07 20:44:00,20.275
2018-12-07 20:43:00,20.2737
2018-12-07 20:42:00,20.2782
