,Close
2018-12-07 21:59:00,143.32
2018-12-07 21:58:00,143.453
2018-12-07 21:57:00,143.443
2018-12-07 21:56:00,143.462
2018-12-07 21:55:00,143.497
2018-12-07 21:54:00,143.493
2018-12-07 21:53:00,143.507
2018-12-07 21:52:00,143.516
2018-12-07 21:51:00,143.509
2018-12-07 21:50:00,143.51
2018-12-07 21:49:00,143.514
2018-12-07 21:48:00,143.537
2018-12-07 21:47:00,143.506
2018-12-07 21:46:00,143.54
2018-12-07 21:45:00,143.542
2018-12-07 21:44:00,143.557
2018-12-07 21:43:00,143.563
2018-12-07 21:42:00,143.568
2018-12-07 21:41:00,143.569
2018-12-07 21:40:00,143.57
2018-12-07 21:39:00,143.567
2018-12-07 21:38:00,143.566
2018-12-07 21:37:00,143.574
2018-12-07 21:36:00,143.57
2018-12-07 21:35:00,143.57
2018-12-07 21:34:00,143.588
2018-12-07 21:33:00,143.587
2018-12-07 21:32:00,143.591
2018-12-07 21:31:00,143.586
2018-12-07 21:30:00,143.596
2018-12-07 21:29:00,143.591
2018-12-07 21:28:00,143.589
2018-12-07 21:27:00,143.618
2018-12-07 21:26:00,143.617
2018-12-07 21:25:00,143.619
2018-12-07 21:24:00,143.599
2018-12-07 21:23:00,143.581
2018-12-07 21:22:00,143.573
2018-12-07 21:21:00,143.603
2018-12-07 21:20:00,143.604
2018-12-07 21:19:00,143.605
2018-12-07 21:18:00,143.611
2018-12-07 21:17:00,143.617
2018-12-07 21:16:00,143.616
2018-12-07 21:15:00,143.614
2018-12-07 21:14:00,143.611
2018-12-07 21:13:00,143.631
2018-12-07 21:12:00,143.642
2018-12-07 21:11:00,143.634
2018-12-07 21:10:00,143.634
2018-12-07 21:09:00,143.627
2018-12-07 21:08:00,143.622
2018-12-07 21:07:00,143.622
2018-12-07 21:06:00,143.597
2018-12-07 21:05:00,143.595
2018-12-07 21:04:00,143.609
2018-12-07 21:03:00,143.568
2018-12-07 21:02:00,143.566
2018-12-07 21:01:00,143.491
2018-12-07 21:00:00,143.477
2018-12-07 20:59:00,143.501
2018-12-07 20:58:00,143.497
2018-12-07 20:57:00,143.505
2018-12-07 20:56:00,143.504
2018-12-07 20:55:00,143.504
2018-12-07 20:54:00,143.502
2018-12-07 20:53:00,143.508
2018-12-07 20:52:00,143.532
2018-12-07 20:51:00,143.538
2018-12-07 20:50:00,143.566
2018-12-07 20:49:00,143.539
2018-12-07 20:48:00,143.569
2018-12-07 20:47:00,143.565
2018-12-07 20:46:00,143.575
2018-12-07 20:45:00,143.582
2018-12-07 20:44:00,143.599
2018-12-07 20:43:00,143.613
2018-12-07 20:42:00,143.609
2018-12-07 20:41:00,143.63
